Name,Review URL,District,District ID,Category ID,Category Name,Price UI,Address,Review Count,Smile,Cry,Overall Score,Bookmark Count,Latitude,longitude
b'Beijing Home \xe5\x8c\x97\xe4\xba\xac\xe8\x80\x81\xe5\xae\xb6',/en/hongkong/r-beijing-home-tsim-sha-tsui-beijing-wonton-dumpling-r153978/reviews,Tsim Sha Tsui,2008,"[1010, 1039, 1001]","['Beijing', 'Wonton/Dumpling', 'Stir-Fry']",$101-200,"2/F-3/F, Humphrey's Building, 11 Humphreys Ave",102,57.0,10.0,3.659239,6641,22.298112,114.17300550000004
b'Wing Nin Noodle \xe6\xb0\xb8\xe5\xb9\xb4\xe5\xa3\xab\xe5\xa4\x9a',/en/hongkong/r-wing-nin-noodle-tsim-sha-tsui-hong-kong-style-food-stall-noodles-r535692/reviews,Tsim Sha Tsui,2008,"[1004, 1004]","['Hong Kong Style', 'Food Stall Noodles']",Below $50,"Shop 7-8, G/F, 46 Carnarvon Road",117,88.0,5.0,3.849107,4155,22.30022341330605,114.17312948405197
b'Cafe (Hyatt) \xe5\xb0\x96\xe6\xb2\x99\xe5\x92\x80\xe5\x87\xb1\xe6\x82\x85\xe9\x85\x92\xe5\xba\x97\xe5\x92\x96\xe5\x95\xa1\xe5\xbb\xb3',/en/hongkong/r-cafe-hyatt-tsim-sha-tsui-international-buffet-r35459/reviews,Tsim Sha Tsui,2008,"[6000, 1032, 1011]","['International', 'Buffet', 'Hotel Restaurant']",$401-800,"Lobby Level, Hyatt Regency Hong Kong Tsim Sha Tsui, 18 Hanoi Road",205,134.0,19.0,3.77068,9564,22.29769062610476,114.17377084493637
b'Nabe One \xe7\x89\x9b\xe4\xb8\x80',/en/hongkong/r-nabe-one-tsim-sha-tsui-japanese-hot-pot-r144102/reviews,Tsim Sha Tsui,2008,"[2009, 1001, 1032]","['Japanese', 'Hot Pot', 'Buffet']",$101-200,"1/F., 32-34 Lock Road",106,63.0,1.0,3.73146,8329,22.297037951454,114.17161703109741
b'Nakamura Tokichi Hong Kong Ten \xe4\xb8\xad\xe6\x9d\x91\xe8\x97\xa4\xe5\x90\x89\xe9\xa6\x99\xe6\xb8\xaf\xe5\xba\x97',/en/hongkong/r-nakamura-tokichi-hong-kong-ten-tsim-sha-tsui-japanese-dessert-r493254/reviews,Tsim Sha Tsui,2008,"[2009, 1014, 1029]","['Japanese', 'Dessert', 'Tea House']",$101-200,"Shop 312, L3, Mira Place One, 132 Nathan Road",115,62.0,5.0,3.766972,2928,22.3008446,114.17220550000002
b'Matsu Japanese Restaurant & Bar \xe6\x9d\xbe',/en/hongkong/r-matsu-japanese-restaurant-bar-tsim-sha-tsui-japanese-sushi-sashimi-r495632/reviews,Tsim Sha Tsui,2008,"[2009, 1034, 1010, 1021]","['Japanese', 'Sushi/Sashimi', 'Bar', 'Yoshoku']",$401-800,"G/F, Foo Hoo Centre, 3 Austin Avenue",88,84.0,1.0,4.230232,1907,22.3019739,114.17619200000001
b'Joy Point Dim Sum \xe8\x81\x9a\xe9\xbb\x9e',/en/hongkong/r-joy-point-dim-sum-tsim-sha-tsui-hong-kong-style-dim-sum-r166940/reviews,Tsim Sha Tsui,2008,"[1002, 1036, 1001, 1004]","['Guangdong', 'Dim Sum', 'Stir-Fry', 'Hong Kong Style']",$51-100,"Shop No. 2A, 2 Hanoi Road",76,67.0,3.0,3.794594,1026,22.29791149250146,114.17381778359413
b'OM Tapas',/en/hongkong/r-om-tapas-tsim-sha-tsui-spanish-meatless-menu-r471879/reviews,Tsim Sha Tsui,2008,"[3011, 1008, 1009, 1014, 1073]","['Spanish', 'Wine', 'Seafood', 'Dessert', 'Meatless Menu']",$201-400,"G/F, 1 Minden Avenue",78,62.0,3.0,3.760273,3083,22.2968739058799,114.17375309937097
b'Bostonian Seafood and Grill',/en/hongkong/r-bostonian-seafood-and-grill-tsim-sha-tsui-international-seafood-r184/reviews,Tsim Sha Tsui,2008,"[6000, 1009, 1011, 1032]","['International', 'Seafood', 'Hotel Restaurant', 'Oyster Bar']",$401-800,"Lower lobby level, The Langham Hong Kong, 8 Peking Road, Tsim Sha Tsui, Kowloon",161,123.0,9.0,3.94,7734,22.296588770550596,114.16990846395493
b'Spring Deer \xe9\xb9\xbf\xe9\xb3\xb4\xe6\x98\xa5\xe9\xa3\xaf\xe5\xba\x97',/en/hongkong/r-spring-deer-tsim-sha-tsui-beijing-fine-dried-seafood-r3249/reviews,Tsim Sha Tsui,2008,"[1010, 1016, 1001, 6]","['Beijing', 'Fine Dried Seafood', 'Stir-Fry', 'Group Dining']",$201-400,"1/F, 42 Mody Road",421,268.0,56.0,3.530827,10229,22.2972548,114.17507380000006
b'Luxury',/en/hongkong/r-luxury-tsim-sha-tsui-international-wine-r139753/reviews,Tsim Sha Tsui,2008,"[6000, 1008, 1006, 1009, 1023]","['International', 'Wine', 'Western Restaurant', 'Seafood', 'Private Kitchen']",$201-400,"G/F., 114-116 Austin Road",137,122.0,1.0,4.086466,2150,22.303214698261506,114.17279120003741
b'I Caf\xc3\xa9',/en/hongkong/r-i-cafe-tsim-sha-tsui-western-all-day-breakfast-r20110/reviews,Tsim Sha Tsui,2008,"[4000, 1026, 1075]","['Western', 'Sandwich', 'All Day Breakfast']",Below $50,"Shop 115, 1/F, Peninsula Centre, 67 Mody Road",104,80.0,8.0,3.638235,2430,22.299072,114.177279
b'Caf\xc3\xa9 on M \xe6\xb5\xb7\xe6\x99\xaf\xe5\x92\x96\xe5\x95\xa1\xe5\xbb\x8a',/en/hongkong/r-cafe-on-m-tsim-sha-tsui-western-buffet-r47709/reviews,Tsim Sha Tsui,2008,"[4000, 1032, 1011, 6000]","['Western', 'Buffet', 'Hotel Restaurant', 'International']",$401-800,"M Level, InterContinental Grand Stanford Hong Kong, 70 Mody Road",157,87.0,15.0,3.780335,13288,22.299192014392887,114.17932033538818
b'Robata Kim \xe7\x82\x89\xe7\xab\xaf\xe9\x87\x91',/en/hongkong/r-robata-kim-tsim-sha-tsui-japanese-all-you-can-eat-r436803/reviews,Tsim Sha Tsui,2008,"[2009, 1028, 1083, 1034, 1076]","['Japanese', 'Robatayaki', 'Food Wise Eateries', 'Sushi/Sashimi', 'All-you-can-eat']",$201-400,"G/F, The Cameron, 33 Cameron Road",114,82.0,12.0,3.70566,5840,22.299532,114.17490499999997
b'Ka Ma Do Japanese Restaurant \xe7\x81\xab\xe9\x96\x93\xe5\x9c\x9f',/en/hongkong/r-ka-ma-do-japanese-restaurant-tsim-sha-tsui-japanese-sushi-sashimi-r10386/reviews,Tsim Sha Tsui,2008,"[2009, 1034, 2]","['Japanese', 'Sushi/Sashimi', 'Business Dining']",$201-400,"Room 802, 8/F, 1 Peking Road",430,177.0,78.0,3.398157,8085,22.296031,114.16988500000002
b'Chibee Chicken and Beer',/en/hongkong/r-chibee-chicken-and-beer-tsim-sha-tsui-korean-korean-fried-chicken-r491191/reviews,Tsim Sha Tsui,2008,"[2001, 1085]","['Korean', 'Korean Fried Chicken']",$101-200,"23/F, H8, 8 Hau Fook Street",100,80.0,5.0,3.73617,1683,22.2995891,114.1745545
b'The Lobby \xe5\x8d\x8a\xe5\xb3\xb6\xe9\x85\x92\xe5\xba\x97\xe5\xa4\xa7\xe5\xa0\x82\xe8\x8c\xb6\xe5\xba\xa7',/en/hongkong/r-the-lobby-tsim-sha-tsui-western-bakery-r3681/reviews,Tsim Sha Tsui,2008,"[4000, 1003, 1008, 2, 1011, 11, 12]","['Western', 'Bakery', 'Coffee Shop', 'Business Dining', 'Hotel Restaurant', 'Casual Drink', 'Family Style Dining']",$201-400,"G/F, The Peninsula Hong Kong, 22 Salisbury Road",228,135.0,19.0,3.745412,4075,22.29511217121751,114.17182624340069
b'The Chop House',/en/hongkong/r-the-chop-house-tsim-sha-tsui-western-hamburger-r481281/reviews,Tsim Sha Tsui,2008,"[4000, 1035]","['Western', 'Hamburger']",$201-400,"Shop 301 & 305, L3, Mira Place One, 132 Nathan Road",96,68.0,2.0,3.863529,5399,22.300931,114.17218000000003
b'Sakana \xe5\x92\x8c\xe5\x87\xa6 \xe9\x85\x92\xe8\x82\xb4',/en/hongkong/r-sakana-tsim-sha-tsui-japanese-omakase-r518994/reviews,Tsim Sha Tsui,2008,"[2009, 1008, 1034, 1205]","['Japanese', 'Wine', 'Sushi/Sashimi', 'Omakase']",$401-800,"Shop 8-14, GF, King's Commercial Building, 2-4 Chatham Court",82,79.0,0.0,4.390123,1468,22.301793110747,114.17574807542405
b'Ganso Tsukemen \xe5\x85\x83\xe7\xa5\x96\xe6\xb2\xbe\xe9\xba\xb5\xe5\xb0\x88\xe9\x96\x80\xe5\xba\x97',/en/hongkong/r-ganso-tsukemen-tsim-sha-tsui-japanese-ramen-r495182/reviews,Tsim Sha Tsui,2008,"[2009, 1005]","['Japanese', 'Ramen']",$51-100,"Shop 5, G/F, Dorfu Court, 5-6 Hau Fook Street",157,83.0,29.0,3.247619,2745,22.299462,114.17424460000007
b'Saravanaa Bhavan',/en/hongkong/r-saravanaa-bhavan-tsim-sha-tsui-indian-meatless-menu-r435390/reviews,Tsim Sha Tsui,2008,"[2006, 1011, 1022, 1033, 1073]","['Indian', 'Vegetarian', 'Pizza', 'Curry', 'Meatless Menu']",$51-100,"4/F, Ashley Centre, 23-25 Ashley Road",70,63.0,1.0,4.125,1930,22.2971895,114.17037060000007
b'Nanhai no.1 \xe5\x8d\x97\xe6\xb5\xb7\xe4\xb8\x80\xe8\x99\x9f',/en/hongkong/r-nanhai-no-1-tsim-sha-tsui-guangdong-dim-sum-r40671/reviews,Tsim Sha Tsui,2008,"[1002, 1036, 1001]","['Guangdong', 'Dim Sum', 'Stir-Fry']",$201-400,"Shop 3001, 30/F, iSQUARE, 63 Nathon Road",156,94.0,19.0,3.681884,7328,22.2969237951182,114.17186915874504
b'ARISU Korean Restaurant \xe9\x98\xbf\xe5\x88\xa9\xe6\xb0\xb4\xe9\x9f\x93\xe5\x9c\x8b\xe6\x96\x99\xe7\x90\x86',/en/hongkong/r-arisu-korean-restaurant-tsim-sha-tsui-korean-hot-pot-r50955/reviews,Tsim Sha Tsui,2008,"[2001, 1001, 1025]","['Korean', 'Hot Pot', 'Roast Meat']",$101-200,"3/F, H8, 8 Hau Fook Street",166,119.0,10.0,3.680745,4411,22.299560107979172,114.1745513677597
b'Namo Avant Thai Restaurant',/en/hongkong/r-namo-avant-thai-restaurant-tsim-sha-tsui-thai-r160368/reviews,Tsim Sha Tsui,2008,"[2004, 1010]","['Thai', 'Bar']",$201-400,"Shop G2-4,18-22, Empire Centre, 68 Mody Road",89,67.0,2.0,3.905263,5190,22.298347491695168,114.17842850089073
b'Kung Tak Lam Shanghai Vegetarian Cuisine \xe5\x8a\x9f\xe5\xbe\xb7\xe6\x9e\x97\xe4\xb8\x8a\xe6\xb5\xb7\xe7\xb4\xa0\xe9\xa3\x9f',/en/hongkong/r-kung-tak-lam-shanghai-vegetarian-cuisine-tsim-sha-tsui-shanghai-vegetarian-r1752/reviews,Tsim Sha Tsui,2008,"[1011, 1011, 1001]","['Shanghai', 'Vegetarian', 'Stir-Fry']",$101-200,"7/F, 1 Peking Road",197,131.0,29.0,3.578989,2383,22.296031,114.16988500000002
b'Mekiki no Ginji \xe7\x9b\xae\xe5\x88\xa9\xe3\x81\x8d\xe3\x81\xae\xe9\x8a\x80\xe6\xac\xa1',/en/hongkong/r-mekiki-no-ginji-tsim-sha-tsui-japanese-r189141/reviews,Tsim Sha Tsui,2008,[2009],['Japanese'],$201-400,"Shop 220-221, Level UG, The ONE, 100 Nathan Road",97,67.0,6.0,3.723333,3395,22.299843,114.17268949999993
b'SPICE Restaurant & Bar',/en/hongkong/r-spice-restaurant-bar-tsim-sha-tsui-international-fine-dining-r18344/reviews,Tsim Sha Tsui,2008,"[6000, 1009, 1071, 1200]","['International', 'Seafood', 'Certified Halal Food', 'Fine Dining']",$101-200,諾士佛臺1號2樓,140,99.0,10.0,4.008,3137,22.301106,114.17348500000003
b'Hungry Pug \xe5\x85\xab\xe5\x93\xa5\xe4\xb8\xbb\xe9\xa1\x8c\xe9\xa4\x90\xe5\xbb\xb3',/en/hongkong/r-hungry-pug-tsim-sha-tsui-international-r530108/reviews,Tsim Sha Tsui,2008,"[6000, 1024]","['International', 'Upper-floor Cafe']",$101-200,"2/F, Southgate Commercial Centre,  29 Granville Road",112,88.0,4.0,4.069158,4540,22.3001546,114.17389309999999
b'\xe5\x8b\x81\xe5\x9b\x9e\xe5\x91\xb3',/en/hongkong/r-%E5%8B%81%E5%9B%9E%E5%91%B3-tsim-sha-tsui-japanese-sushi-sashimi-r130941/reviews,Tsim Sha Tsui,2008,"[2009, 1034, 1002]","['Japanese', 'Sushi/Sashimi', 'Takeaway']",Below $50,"Shop 21B, G/F, New Mandarin Plaza, 14 Science Museum Road",99,63.0,4.0,3.571111,4091,22.300625,114.178764
b'Lam Cheong Kee \xe6\x9e\x97\xe6\x98\x8c\xe8\xa8\x98',/en/hongkong/r-lam-cheong-kee-tsim-sha-tsui-hong-kong-style-r179381/reviews,Tsim Sha Tsui,2008,"[1004, 1015]","['Hong Kong Style', 'Snack Shop & Deli']",Below $50,"Shop 108A, 1/F, New East Ocean Centre, 9 Science Museum Road",78,60.0,0.0,3.852702,2944,22.301638,114.1791412
b'Wulu Restaurant \xe9\x86\x89\xe8\x83\xa1\xe7\x88\x90',/en/hongkong/r-wulu-restaurant-tsim-sha-tsui-western-hot-pot-r527565/reviews,Tsim Sha Tsui,2008,"[2009, 1001, 4000, 1009, 1034]","['Japanese', 'Hot Pot', 'Western', 'Seafood', 'Sushi/Sashimi']",$201-400,"G/F, Perfect Commercial Building, 20 Austin Avenue",99,89.0,0.0,4.123711,2166,22.302831,114.175345
b'Cheerful Hotpot \xe6\xbb\xbe\xe5\xbe\x97\xe5\x96\x9c\xe7\x81\xab\xe9\x8d\x8b\xe5\xb0\x88\xe9\x96\x80\xe5\xba\x97',/en/hongkong/r-cheerful-hotpot-tsim-sha-tsui-hong-kong-style-hot-pot-r533468/reviews,Tsim Sha Tsui,2008,"[1004, 1001]","['Hong Kong Style', 'Hot Pot']",$101-200,"1/F, Katherine Centre, 53-55 Chatham Road South",90,81.0,2.0,4.068965,927,22.299087703605085,114.17557565867355
b'Happy Q \xe5\x96\x9c\xe8\x86\xb3\xe7\x87\x92',/en/hongkong/r-happy-q-tsim-sha-tsui-hong-kong-style-skewer-r516987/reviews,Tsim Sha Tsui,2008,"[1004, 1072]","['Hong Kong Style', 'Skewer']",$101-200,"G/F, 10 Prat Avenue",88,81.0,0.0,4.001162,980,22.2986312,114.1745085
b'Baekmidang \xe7\x99\xbe\xe5\x91\xb3\xe5\xa0\x82',/en/hongkong/r-baekmidang-tsim-sha-tsui-korean-ice-cream-yogurt-r535326/reviews,Tsim Sha Tsui,2008,"[2001, 1014, 1008, 1015]","['Korean', 'Dessert', 'Coffee Shop', 'Ice Cream/yogurt']",Below $50,"G/F, K11 Art Mall, 18 Hanoi Road",103,62.0,0.0,3.764795,1856,22.2975781249367,114.17332023382198
b'FINDS',/en/hongkong/r-finds-tsim-sha-tsui-western-meatless-menu-r48561/reviews,Tsim Sha Tsui,2008,"[4000, 1009, 1010, 11, 1073, 1011]","['Western', 'Seafood', 'Bar', 'Casual Drink', 'Meatless Menu', 'Hotel Restaurant']",$401-800,"1/F, The Luxe Manor, 39 Kimberly Road",140,102.0,6.0,3.847244,8337,22.300882,114.173857
b'NOBU InterContinental Hong Kong',/en/hongkong/r-nobu-intercontinental-hong-kong-tsim-sha-tsui-japanese-fine-dining-r16938/reviews,Tsim Sha Tsui,2008,"[2009, 1200, 1011]","['Japanese', 'Fine Dining', 'Hotel Restaurant']",Above $801,"2/F, InterContinental Hong Kong, 18 Salisbury Road",151,106.0,9.0,3.916083,5676,22.2936827089318,114.17393445968628
b'Ko Lau Wan Seafood Hot Pot Restaurant \xe9\xab\x98\xe6\xb5\x81\xe7\x81\xa3\xe6\xb5\xb7\xe9\xae\xae\xe7\x81\xab\xe9\x8d\x8b\xe9\x85\x92\xe5\xae\xb6',/en/hongkong/r-ko-lau-wan-seafood-hot-pot-restaurant-tsim-sha-tsui-guangdong-hot-pot-r16993/reviews,Tsim Sha Tsui,2008,"[1002, 1001, 1001, 1005]","['Guangdong', 'Hot Pot', 'Stir-Fry', 'Dim Sum Restaurant']",$201-400,"1/F, 21-23 Hillwood Road",144,99.0,6.0,3.897222,8052,22.302726,114.17310700000007
b'Lobby Lounge \xe9\xa6\x99\xe6\xb8\xaf\xe6\xb4\xb2\xe9\x9a\x9b\xe9\x85\x92\xe5\xba\x97\xe5\xa4\xa7\xe5\xa0\x82\xe9\x85\x92\xe5\xbb\x8a',/en/hongkong/r-lobby-lounge-tsim-sha-tsui-western-r2868/reviews,Tsim Sha Tsui,2008,"[4000, 1008, 11, 1010, 1011]","['Western', 'Coffee Shop', 'Casual Drink', 'Bar', 'Hotel Restaurant']",$201-400,"Lobby level, InterContinental Hong Kong, 18 Salisbury Road",222,148.0,8.0,3.837376,5138,22.293421,114.17409399999997
b'Sabatini Ristorante Italiano Sabatini \xe6\x84\x8f\xe5\xa4\xa7\xe5\x88\xa9\xe9\xa4\x90\xe5\xbb\xb3',/en/hongkong/r-sabatini-ristorante-italiano-tsim-sha-tsui-italian-fine-dining-r2938/reviews,Tsim Sha Tsui,2008,"[3006, 1032, 1011, 1, 1200, 7]","['Italian', 'Buffet', 'Hotel Restaurant', 'Romantic Dining', 'Fine Dining', 'Special Occasion Dining']",Above $801,"3/F, The Royal Garden, 69 Mody Road",315,243.0,24.0,4.144158,10612,22.298720505759263,114.17765200138092
b'Cheung Hing Kee Shanghai Pan-fried Buns \xe7\xa5\xa5\xe8\x88\x88\xe8\xa8\x98\xe4\xb8\x8a\xe6\xb5\xb7\xe7\x94\x9f\xe7\x85\x8e\xe5\x8c\x85',/en/hongkong/r-cheung-hing-kee-shanghai-pan-fried-buns-tsim-sha-tsui-shanghai-chinese-buns-r483856/reviews,Tsim Sha Tsui,2008,"[1011, 1041]","['Shanghai', 'Chinese Buns']",Below $50,"Shop 6A, G/F, 48 Lock Road",74,49.0,2.0,3.669014,4358,22.2976513,114.17153600000006
b'GOCHISO',/en/hongkong/r-gochiso-tsim-sha-tsui-western-pizza-r187500/reviews,Tsim Sha Tsui,2008,"[3006, 1022, 4000]","['Italian', 'Pizza', 'Western']",$101-200,"Shop 219-220, 2/F, K11 Art Mall, 18 Hanoi Road",119,60.0,19.0,3.390178,4489,22.2972835,114.17329870000003
b'Shang Palace \xe9\xa6\x99\xe5\xae\xae',/en/hongkong/r-shang-palace-tsim-sha-tsui-guangdong-seafood-r5510/reviews,Tsim Sha Tsui,2008,"[1002, 1009, 1005, 1, 1036, 1011, 2, 5, 6, 7, 8, 12]","['Guangdong', 'Seafood', 'Dim Sum Restaurant', 'Romantic Dining', 'Dim Sum', 'Hotel Restaurant', 'Business Dining', 'Drivers Friendly Dining', 'Group Dining', 'Special Occasion Dining', 'Private Party', 'Family Style Dining']",$401-800,"Lower Level, Kowloon Shangri-La Hotel, 64 Mody Road",147,89.0,6.0,3.887606,4865,22.297067731352357,114.17688488960266
b'Kokonoi Japanese Restaurant \xe4\xb9\x9d\xe4\xba\x95\xe6\xb0\xb4\xe7\x94\xa3',/en/hongkong/r-kokonoi-japanese-restaurant-tsim-sha-tsui-japanese-sushi-sashimi-r517348/reviews,Tsim Sha Tsui,2008,"[2009, 1034, 1033]","['Japanese', 'Sushi/Sashimi', 'Izakaya']",$201-400,"1/F, 1 Knutsford Terrace",106,97.0,2.0,4.029047,2761,22.3012070754625,114.17423486709595
b'Main St. Deli',/en/hongkong/r-main-st-deli-tsim-sha-tsui-american-hamburger-r12024/reviews,Tsim Sha Tsui,2008,"[4001, 1035, 1011]","['American', 'Hamburger', 'Hotel Restaurant']",$201-400,"Lower Lobby Level, The Langham Hong Kong, 8 Peking Road",206,140.0,18.0,3.676,7783,22.29666073885878,114.16991114616394
b'8 Izakaya Yakitori \xe5\x85\xab\xe5\xb1\x85\xe9\x85\x92\xe5\xb1\x8b',/en/hongkong/r-8-izakaya-yakitori-tsim-sha-tsui-japanese-skewer-r506024/reviews,Tsim Sha Tsui,2008,"[2009, 1072, 1033]","['Japanese', 'Skewer', 'Izakaya']",$101-200,"Shop 1, G/F, 8 Observatory Road",81,69.0,3.0,3.886075,2107,22.3010874,114.1758582
b'Above & Beyond \xe5\xa4\xa9\xe5\xa4\x96\xe5\xa4\xa9',/en/hongkong/r-above-beyond-tsim-sha-tsui-guangdong-dim-sum-r51463/reviews,Tsim Sha Tsui,2008,"[1002, 1036, 1001, 2, 1011]","['Guangdong', 'Dim Sum', 'Stir-Fry', 'Business Dining', 'Hotel Restaurant']",$401-800,"28/F, Hotel ICON, 17 Science Museum Road",148,82.0,4.0,3.821008,5786,22.300475833293564,114.17962074279785
b'Barista Caffe',/en/hongkong/r-barista-caffe-tsim-sha-tsui-western-all-day-breakfast-r42091/reviews,Tsim Sha Tsui,2008,"[4000, 1075, 1008]","['Western', 'All Day Breakfast', 'Coffee Shop']",$51-100,"3/F, Citadines Hongkong Ashley, 18 Ashley Road",114,76.0,5.0,3.819417,6056,22.296965,114.17055299999993
b'Moshi Moshi',/en/hongkong/r-moshi-moshi-tsim-sha-tsui-japanese-sushi-sashimi-r521101/reviews,Tsim Sha Tsui,2008,"[2009, 1034]","['Japanese', 'Sushi/Sashimi']",$101-200,"Shop B, G/F, Kimberley House, 35 Kimberley Road",79,69.0,3.0,3.937974,2021,22.3009086,114.17365189999998
b'Hancham Korean BBQ Restaurant \xe9\x9f\x93\xe7\x8f\x8d',/en/hongkong/r-hancham-korean-bbq-restaurant-tsim-sha-tsui-korean-korean-bbq-r182881/reviews,Tsim Sha Tsui,2008,"[2001, 1025, 1086]","['Korean', 'Roast Meat', 'Korean BBQ']",$51-100,"1/F., Winfield Commercial Building, 6-8A Prat Avenue",113,70.0,4.0,3.913333,5694,22.2985964,114.1742908
"b""Mike's Chicken Comida de Portugal Restaurant \xe8\x91\xa1\xe5\x8c\xaf\xe5\x92\xaa\xe8\xb5\xb0\xe9\x9b\x9e\xe8\x91\xa1\xe5\x9c\x8b\xe9\xa4\x90\xe5\xbb\xb3""",/en/hongkong/r-mikes-chicken-comida-de-portugal-restaurant-tsim-sha-tsui-portuguese-seafood-r527735/reviews,Tsim Sha Tsui,2008,"[3003, 1009]","['Portuguese', 'Seafood']",$101-200,"Shop 167, L1, Mira Place Two, 118-130 Nathan Road",80,70.0,1.0,3.860759,2204,22.301121848522108,114.17212665081024
b'Cafe Deco Pizzeria',/en/hongkong/r-cafe-deco-pizzeria-tsim-sha-tsui-international-meatless-menu-r151680/reviews,Tsim Sha Tsui,2008,"[6000, 1022, 5, 1073, 6]","['International', 'Pizza', 'Drivers Friendly Dining', 'Meatless Menu', 'Group Dining']",$101-200,"Shop 1005, 1/F., Elements, 1 Austin Road West",71,48.0,2.0,3.752857,4365,22.304929,114.16158900000005
b'\xe9\x9d\x9a\xe9\x9d\x9a \xe4\xb8\x8d\xe4\xb8\x80\xe6\xa8\xa3\xe7\x9a\x84\xe8\xbb\x8a\xe4\xbb\x94\xe9\xba\xb5',/en/hongkong/r-%E9%9D%9A%E9%9D%9A-%E4%B8%8D%E4%B8%80%E6%A8%A3%E7%9A%84%E8%BB%8A%E4%BB%94%E9%BA%B5-tsim-sha-tsui-hong-kong-style-food-stall-noodles-r482859/reviews,Tsim Sha Tsui,2008,"[1004, 1004, 1015]","['Hong Kong Style', 'Food Stall Noodles', 'Snack Shop & Deli']",Below $50,"Shop 22-23, G/F, New Mandarin Plaza, 14 Science Museum Road",85,57.0,6.0,3.463414,1802,22.300624,114.17874640000002
"b""Andy's Chili Party \xe5\x8d\x81\xe4\xba\x8c\xe5\x91\xb3\xe5\xb7\xb4\xe8\x9c\x80\xe6\xb1\x9f\xe6\xb9\x96\xe8\x8f\x9c""",/en/hongkong/r-andys-chili-party-tsim-sha-tsui-sichuan-r488366/reviews,Tsim Sha Tsui,2008,"[1008, 1001]","['Sichuan', 'Stir-Fry']",$51-100,"G/F, Yau Shing Building, 182 Nathan Road",131,104.0,4.0,3.890551,3646,22.302900746551185,114.17191207408905
b'Co-Dining Space',/en/hongkong/r-co-dining-space-tsim-sha-tsui-western-all-day-breakfast-r538154/reviews,Tsim Sha Tsui,2008,"[4000, 1035, 1008, 8, 6000, 1075, 1024]","['Western', 'Hamburger', 'Coffee Shop', 'Private Party', 'International', 'All Day Breakfast', 'Upper-floor Cafe']",$51-100,"11/F, Canton Plaza, 82-84 Canton Road",91,85.0,0.0,4.042134,1419,22.2986895,114.16886590000001
b'Hutong \xe8\x83\xa1\xe5\x90\x8c',/en/hongkong/r-hutong-tsim-sha-tsui-sichuan-fine-dining-r12241/reviews,Tsim Sha Tsui,2008,"[1008, 1200, 1010]","['Sichuan', 'Fine Dining', 'Beijing']",$401-800,"28/F, 1 Peking Road",134,69.0,16.0,3.563247,7186,22.296031,114.16988500000002
b'298 Nikuya Kitchen',/en/hongkong/r-298-nikuya-kitchen-tsim-sha-tsui-japanese-roast-meat-r470620/reviews,Tsim Sha Tsui,2008,"[2009, 1025]","['Japanese', 'Roast Meat']",$401-800,"3/F, China Insurance Building, 48 Cameron Road",62,58.0,0.0,4.35,4658,22.2991055,114.17503999999997
b'Quaver House \xe8\x91\xb5\xe8\x8a\xb1\xe5\xa0\xa1',/en/hongkong/r-quaver-house-tsim-sha-tsui-japanese-skewer-r492466/reviews,Tsim Sha Tsui,2008,"[2009, 1072]","['Japanese', 'Skewer']",$101-200,"G/F, 7-8 Minden Avenue",82,51.0,7.0,3.732876,6752,22.296795989544577,114.173973351717
b'Al Molo Ristorante Italiano',/en/hongkong/r-al-molo-ristorante-italiano-tsim-sha-tsui-italian-meatless-menu-r51178/reviews,Tsim Sha Tsui,2008,"[3006, 1073]","['Italian', 'Meatless Menu']",$201-400,"Shop G63, G/F, Ocean Terminal, Harbour City, 3-27 Canton Road",192,105.0,26.0,3.543181,10051,22.294977,114.16694299999995
b'Khyber Pass Mess Club 7E\xe5\x92\x96\xe5\x96\xb1\xe7\x8e\x8b',/en/hongkong/r-khyber-pass-mess-club-tsim-sha-tsui-indian-curry-r544/reviews,Tsim Sha Tsui,2008,"[2006, 1033, 1006]","['Indian', 'Curry', 'Western Restaurant']",$51-100,"Flat E2, 7/F, Block E, Chungking Mansion, 36-44 Nathan Road",267,178.0,20.0,3.599803,3399,22.296402,114.17281200000002
b'Loong Yuen Cantonese Restaurant \xe9\xbe\x8d\xe8\x8b\x91\xe4\xb8\xad\xe8\x8f\x9c\xe5\xbb\xb3',/en/hongkong/r-loong-yuen-cantonese-restaurant-tsim-sha-tsui-guangdong-seafood-r1905/reviews,Tsim Sha Tsui,2008,"[1002, 1009, 1001, 1036, 1011]","['Guangdong', 'Seafood', 'Stir-Fry', 'Dim Sum', 'Hotel Restaurant']",$201-400,"Basement 1, Holiday Inn Golden Mile, 50 Nathan Road",152,85.0,11.0,3.725438,3183,22.29682119392969,114.1727676987648
b'Park caf\xc3\xa9',/en/hongkong/r-park-cafe-tsim-sha-tsui-western-buffet-r2643/reviews,Tsim Sha Tsui,2008,"[4000, 1032, 1008, 1011]","['Western', 'Buffet', 'Coffee Shop', 'Hotel Restaurant']",$201-400,"4/F, Park Hotel Hong Kong, 61-65 Chatham Road South",223,105.0,47.0,3.320047,11187,22.299787601971303,114.17547404766083
